question,gold-query
where is tennessee river?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01spb0)\n\nns:m.01spb0 ns:location.location.partially_containedby ?x .\n}\n"""
what are some major events in venezuela?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.07ylj)\n\nns:m.07ylj ns:location.location.events ?x .\n}\n"""
what guitar does corey taylor play?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01ttvxc)\n\nns:m.01ttvxc ns:music.group_member.instruments_played ?x .\n?x ns:music.instrument.family ns:m.0342h .\n}\n"""
who was president after franklin d. roosevelt?,"""#MANUAL SPARQL\nPREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT  ?x\nWHERE {\n  ns:m.060d2 ns:government.government_office_or_title.office_holders ?y1 .  # President of the United States\n  ?y1 ns:government.government_position_held.office_holder ns:m.02yy8 ; # Franklin D. Roosevelt\n      ns:government.government_position_held.to ?to .\n\n  ns:m.060d2 ns:government.government_office_or_title.office_holders ?y2 .  # President of the United States\n  ?y2 ns:government.government_position_held.office_holder ?x ;\n      ns:government.government_position_held.to ?from .\n  \n  FILTER(xsd:dateTime(?from) - xsd:dateTime(?to) > 0)\n}\nORDER BY xsd:dateTime(?from)\nLIMIT 1"""
where did kate gosselin grew up?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.05qbc_9)\n\nns:m.05qbc_9 ns:people.person.place_of_birth ?x .\n}\n"""
under what political system does the united states government operate?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.09c7w0)\n\nns:m.09c7w0 ns:location.country.form_of_government ?x .\n}\n"""
what to do in paris in 1 day?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.05qtj)\n\nns:m.05qtj ns:travel.travel_destination.tourist_attractions ?x .\n}\n"""
what city is mt lassen in?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01ymq1)\n\nns:m.01ymq1 ns:location.location.containedby ?x .\n}\n"""
what is the state motto of ohio?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.05kkh)\n\nns:m.05kkh ns:government.governmental_jurisdiction.official_symbols ?y .\n?y ns:location.location_symbol_relationship.symbol ?x .\n?y ns:location.location_symbol_relationship.Kind_of_symbol ns:m.0j749 .\n}\n"""
what type of music did mozart composed?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.082db)\n\nns:m.082db ns:music.artist.genre ?x .\n}\n"""
how many kids were there in the kennedy family?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01qlg1)\n\nns:m.01qlg1 ns:people.person.children ?x .\n}\n"""
which barcelona airport is closest to the port?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01f62)\n\nns:m.01f62 ns:location.location.nearby_airports ?x .\n}\n"""
where has the english language evolved from?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.02h40lc)\n\nns:m.02h40lc ns:language.human_language.language_family ?x .\n}\n"""
what country did hitler invade that started ww2?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.081pw)\n\nns:m.081pw ns:time.event.includes_event ?x .\n?x ns:time.event.start_date ?sk0 .\n}\nORDER BY xsd:datetime(?sk0)\nLIMIT 1\n"""
what does matt damon play in?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0169dl)\n\nns:m.0169dl ns:film.actor.film ?y .\n?y ns:film.performance.film ?x .\n}\n"""
what was scottie pippen known for?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01vpgl)\n\nns:m.01vpgl ns:people.person.profession ?x .\n}\n"""
what continent does canada belong to?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0d060g)\n\nns:m.0d060g ns:base.locations.countries.continent ?x .\n}\n"""
what does george wilson do for a living?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0gmk9p)\n\nns:m.0gmk9p ns:people.person.profession ?x .\n}\n"""
what city does fulham play in?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.02_lt)\n\nns:m.02_lt ns:sports.sports_team.location ?x .\n}\n"""
what are fun things to do in sacramento ca?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.07bcn)\n\nns:m.07bcn ns:travel.travel_destination.tourist_attractions ?x .\n}\n"""
what other movies is josh hutcherson in?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.08wjf4)\n\nns:m.08wjf4 ns:film.actor.film ?y .\n?y ns:film.performance.film ?x .\n}\n"""
what was hitler the leader of?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.07_m9_)\n\nns:m.07_m9_ ns:organization.organization_founder.organizations_founded ?x .\n}\n"""
what awards did marilyn monroe won?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.04wqr)\n\nns:m.04wqr ns:award.award_winner.awards_won ?y .\n?y ns:award.award_honor.award ?x .\n}\n"""
what kind of government does iran have after 1979?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.03shp)\n\nns:m.03shp ns:location.country.form_of_government ?x .\n}\n"""
where did harper lee attend high school?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01bq7x)\n\nns:m.01bq7x ns:people.person.education ?y .\n?y ns:education.education.institution ?x .\n?x ns:common.topic.notable_types ns:m.01y2hn6 .\n}\n"""
what college did jrr tolkien go to?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.041h0)\n\nns:m.041h0 ns:people.person.education ?y .\n?y ns:education.education.institution ?x .\n?x ns:common.topic.notable_types ns:m.01y2hnl .\n}\n"""
what art did wassily kandinsky do?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0856z)\n\nns:m.0856z ns:visual_art.visual_artist.art_forms ?x .\n}\n"""
who won the league cup in 2002?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.012dbw)\n\nns:m.012dbw ns:sports.sports_award_type.winners ?y .\n?y ns:sports.sports_award.award_winner ?x .\n}\n"""
what was antoni gaudi inspired by?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0yb0)\n\nns:m.0yb0 ns:influence.influence_node.influenced_by ?x .\n}\n"""
in what country do people speak danish?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0295r)\n\nns:m.0295r ns:language.human_language.main_country ?x .\n}\n"""
who were demeter's siblings?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0296l)\n\nns:m.0296l ns:fictional_universe.fictional_character.siblings ?y .\n?y ns:fictional_universe.sibling_relationship_of_fictional_characters.siblings ?x .\n}\n"""
where should a family stay in paris?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.05qtj)\n\nns:m.05qtj ns:travel.travel_destination.accommodation ?x .\n}\n"""
what was the name of benjamin franklin wife?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.019fz)\n\nns:m.019fz ns:people.person.spouse_s ?y .\n?y ns:people.marriage.spouse ?x .\n?y ns:people.marriage.type_of_union ns:m.01bl8s .\n}\n"""
what the largest city in spain?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.06mkj)\n\nns:m.06mkj ns:location.location.contains ?x .\n?x ns:base.biblioness.bibs_location.loc_type ?sk0 .\nFILTER (str(?sk0) = \""City\"")\n?x ns:topic_server.population_number ?sk1 .\n}\nORDER BY DESC(xsd:float(?sk1))\nLIMIT 1\n"""
who has pudge rodriguez played for?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.02p6g7)\n\nns:m.02p6g7 ns:sports.pro_athlete.teams ?y .\n?y ns:sports.sports_team_roster.team ?x .\n}\n"""
what is the milwaukee brewers stadium called?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.051vz)\n\nns:m.051vz ns:sports.sports_team.arena_stadium ?x .\n}\n"""
where did the gallipoli war take place?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01fc7p)\n\nns:m.01fc7p ns:time.event.locations ?x .\n}\n"""
what other movies has tom hardy played in?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.05xf75)\n\nns:m.05xf75 ns:film.actor.film ?y .\n?y ns:film.performance.film ?x .\n}\n"""
what to visit in atlanta?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.013yq)\n\nns:m.013yq ns:travel.travel_destination.tourist_attractions ?x .\n}\n"""
what college did john nash go to?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0pyqh)\n\nns:m.0pyqh ns:people.person.education ?y .\n?y ns:education.education.institution ?x .\n?x ns:common.topic.notable_types ns:m.01y2hnl .\n}\n"""
what language do maltese speak?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.04v3q)\n\nns:m.04v3q ns:location.country.languages_spoken ?x .\n}\n"""
what did thomas edison do for the world?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.07bty)\n\nns:m.07bty ns:law.inventor.inventions ?x .\n}\n"""
where is shakira from?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01wj18h)\n\nns:m.01wj18h ns:music.artist.origin ?x .\n}\n"""
what did hayes do?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.06g42)\n\nns:m.06g42 ns:common.topic.notable_for ?y .\n?y ns:common.notable_for.object ?x .\n}\n"""
who played bilbo in the fellowship of the ring?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.017gl1)\n\nns:m.017gl1 ns:film.film.starring ?y .\n?y ns:film.performance.actor ?x .\n?y ns:film.performance.character ns:m.0g6z1 .\n}\n"""
what is the most populated state in united states?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.09c7w0)\n\nns:m.09c7w0 ns:base.aareas.schema.administrative_area.administrative_children ?x .\n?x ns:topic_server.population_number ?sk0 .\n}\nORDER BY DESC(xsd:float(?sk0))\nLIMIT 1\n"""
who is my state senator arizona?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0vmt)\n\nns:m.0vmt ns:government.political_district.representatives ?y .\n?y ns:government.government_position_held.office_holder ?x .\n?y ns:government.government_position_held.office_position_or_title ns:m.02_7l8y .\n}\n"""
when does the vietnam war end?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.07_nf)\n\nns:m.07_nf ns:time.event.end_date ?x .\n}\n"""
where does the tennessee river go?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01spb0)\n\nns:m.01spb0 ns:geography.river.mouth ?x .\n}\n"""
who did tom hanks play in apollo 13?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0bxtg)\n\nns:m.0bxtg ns:film.actor.film ?y .\n?y ns:film.performance.character ?x .\n?y ns:film.performance.film ns:m.011yd2 .\n}\n"""
what language do they in ghana?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.035dk)\n\nns:m.035dk ns:location.country.languages_spoken ?x .\n}\n"""
what is utah's state capitol?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.09b86q)\n\nns:m.09b86q ns:location.location.street_address ?y .\n?y ns:location.mailing_address.citytown ?x .\n}\n"""
what all did ben franklin invent?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.019fz)\n\nns:m.019fz ns:law.inventor.inventions ?x .\n}\n"""
what team does jeremy lin play for 2013?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.09k72lh)\n\nns:m.09k72lh ns:sports.pro_athlete.teams ?y .\n?y ns:sports.sports_team_roster.team ?x .\nFILTER(NOT EXISTS {?y ns:sports.sports_team_roster.from ?sk0} || \nEXISTS {?y ns:sports.sports_team_roster.from ?sk1 . \nFILTER(xsd:datetime(?sk1) <= \""2013-12-31\""^^xsd:dateTime) })\nFILTER(NOT EXISTS {?y ns:sports.sports_team_roster.to ?sk2} || \nEXISTS {?y ns:sports.sports_team_roster.to ?sk3 . \nFILTER(xsd:datetime(?sk3) >= \""2013-01-01\""^^xsd:dateTime) })\n}\n"""
what is steve nash nationality?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01yqrk)\n\nns:m.01yqrk ns:people.person.nationality ?x .\n}\n"""
who are the u s senators of pennsylvania?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.05tbn)\n\nns:m.05tbn ns:government.political_district.representatives ?y .\n?y ns:government.government_position_held.office_holder ?x .\n?y ns:government.government_position_held.office_position_or_title ns:m.02_7l8y .\n}\n"""
what kind of language does france speak?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0f8l9c)\n\nns:m.0f8l9c ns:location.country.official_language ?x .\n}\n"""
what degree did martin luther king earn?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.051cc)\n\nns:m.051cc ns:people.person.education ?y .\n?y ns:education.education.degree ?x .\n}\n"""
what two states is st louis in?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.06wxw)\n\nns:m.06wxw ns:location.location.containedby ?x .\n?x ns:base.biblioness.bibs_location.loc_type ?sk0 .\nFILTER (str(?sk0) = \""State\"")\n}\n"""
what team did peyton manning's dad play for?,"""#MANUAL SPARQL\nPREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nns:m.027jv8 ns:people.person.parents ?y .\n?y ns:people.person.gender ns:m.05zppz . #Male\n?y ns:sports.pro_athlete.teams ?z .\n?z ns:sports.sports_team_roster.team ?x .\n}"""
what did jesse owens won?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0cmr3)\n\nns:m.0cmr3 ns:award.award_winner.awards_won ?y .\n?y ns:award.award_honor.award ?x .\n}\n"""
what is the name of the currency used in peru?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.016wzw)\n\nns:m.016wzw ns:location.country.currency_used ?x .\n}\n"""
what are the four nations of the united kingdom?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.07ssc)\n\nns:m.07ssc ns:base.aareas.schema.administrative_area.administrative_children ?x .\n}\n"""
who is judy garland father?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0g10g)\n\nns:m.0g10g ns:people.person.parents ?x .\n?x ns:people.person.gender ns:m.05zppz .\n}\n"""
what school did robert f kennedy go to?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.06hx2)\n\nns:m.06hx2 ns:people.person.education ?y .\n?y ns:education.education.institution ?x .\n}\n"""
what drug killed marilyn monroe?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.04wqr)\n\nns:m.04wqr ns:people.deceased_person.cause_of_death ?x .\n}\n"""
where is the fukushima daiichi nuclear power station?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.02vkzy2)\n\nns:m.02vkzy2 ns:location.location.containedby ?x .\n}\n"""
what is los angeles california time zone?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.030qb3t)\n\nns:m.030qb3t ns:location.location.time_zones ?x .\n}\n"""
what did nicolas cage name his son?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01vvb4m)\n\nns:m.01vvb4m ns:people.person.children ?x .\n?x ns:people.person.gender ns:m.05zppz .\n}\n"""
what currency should take to mexico?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0b90_r)\n\nns:m.0b90_r ns:location.country.currency_used ?x .\n}\n"""
who is the state governor of florida?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.02xry)\n\nns:m.02xry ns:government.governmental_jurisdiction.governing_officials ?y .\n?y ns:government.government_position_held.office_holder ?x .\n?y ns:government.government_position_held.basic_title ns:m.0fkvn .\nFILTER(NOT EXISTS {?y ns:government.government_position_held.from ?sk0} || \nEXISTS {?y ns:government.government_position_held.from ?sk1 . \nFILTER(xsd:datetime(?sk1) <= \""2015-08-10\""^^xsd:dateTime) })\nFILTER(NOT EXISTS {?y ns:government.government_position_held.to ?sk2} || \nEXISTS {?y ns:government.government_position_held.to ?sk3 . \nFILTER(xsd:datetime(?sk3) >= \""2015-08-10\""^^xsd:dateTime) })\n}\n"""
who was jessica simpson married too?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0c7xjb)\n\nns:m.0c7xjb ns:people.person.spouse_s ?y .\n?y ns:people.marriage.spouse ?x .\n?y ns:people.marriage.type_of_union ns:m.04ztj .\n}\n"""
what do they speak in scotland?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.06q1r)\n\nns:m.06q1r ns:location.country.official_language ?x .\n}\n"""
what did john dalton study?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0c0x7)\n\nns:m.0c0x7 ns:people.person.profession ?x .\n}\n"""
what songs do zac brown band sing?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0408z4w)\n\nns:m.0408z4w ns:music.artist.track ?x .\n}\n"""
where is glastonbury england?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0g78h)\n\nns:m.0g78h ns:location.location.containedby ?x .\n}\n"""
who formed the american federation of labor?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.01z4fn)\n\nns:m.01z4fn ns:organization.organization.founders ?x .\n}\n"""
what to visit in denver?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.02cl1)\n\nns:m.02cl1 ns:travel.travel_destination.tourist_attractions ?x .\n}\n"""
where did thomas hobbes live?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.07c37)\n\nns:m.07c37 ns:people.person.places_lived ?y .\n?y ns:people.place_lived.location ?x .\n}\n"""
where was john f kennedy when he got shot?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0d3k14)\n\nns:m.0d3k14 ns:people.deceased_person.place_of_death ?x .\n}\n"""
what type of government does italy have 2011?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.03rjj)\n\nns:m.03rjj ns:location.country.form_of_government ?x .\n}\n"""
what province is montreal canada located?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.052p7)\n\nns:m.052p7 ns:base.biblioness.bibs_location.state ?x .\n}\n"""
who does kellan lutz play in prom night?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.02pjwn5)\n\nns:m.02pjwn5 ns:film.actor.film ?y .\n?y ns:film.performance.character ?x .\n?y ns:film.performance.film ns:m.02rxbq6 .\n}\n"""
what did franz liszt do to earn a living?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0hqgp)\n\nns:m.0hqgp ns:people.person.profession ?x .\n}\n"""
what was nikola tesla known for?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.05d1y)\n\nns:m.05d1y ns:people.person.profession ?x .\n}\n"""
what is the zip code for princeton nj?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0ljsz)\n\nns:m.0ljsz ns:location.citytown.postal_codes ?x .\n}\n"""
what other countries border argentina?,"""PREFIX ns: <http://rdf.freebase.com/ns/>\nSELECT DISTINCT ?x\nWHERE {\nFILTER (?x != ns:m.0jgd)\n\nns:m.0jgd ns:location.location.adjoin_s ?y .\n?y ns:location.adjoining_relationship.adjoins ?x .\n?x ns:common.topic.notable_types ns:m.01mp .\n}\n"""
